PAH_num,Name,Formula,CAS,SMILES,InChIKey,Molar_Mass_g_mol,Length_A,Width_A,Length_to_Width_Ratio,Vertical_IE_eV,Dipole_Moment_Debye
423,"Anthra[8,9,1,2-lmnop]benzo[a]naphthacene",C30H16,120835-87-2,c1cc2c(cc1)c1c(cc2)cc2cc3ccc4cccc5c4c3c3c2c1ccc3c5,NWPSRFTVQUFYJI-UHFFFAOYSA-N,376.448,16.82,9.515,1.767,4.8518,763.1601
424,"Dinaphtho[8,1,2-lmn:2',1',8'-qra]naphthacene",C30H16,58052-99-6,c1cc2cc3c(c4ccc5cccc6ccc(c3)c4c56)c3c2c2c1cccc2cc3,CLUSBCANSYNGBX-UHFFFAOYSA-N,376.448,16.8,9.445,1.779,5.0368,739.5286
425,"Anthra[2,1,9,8-stuva]pentacene",C30H16,120835-88-3,c1ccc2c(c1)cc1c(c2)cc2cc3ccc4cccc5c4c3c3c2c1ccc3c5,UNYAJEOJVUXXOK-UHFFFAOYSA-N,376.448,17.76,9.579,1.854,4.645,439.376
426,"Naphthaceno[2,1,12,11-opqra]naphthacene",C30H16,188-42-1,c1ccc2c(c1)c1ccc3cc4cc5c(c6ccc7cc(c2)c1c3c7c46)cccc5,AHVOGQHPOOFLNU-UHFFFAOYSA-N,376.448,17.76,9.554,1.859,4.6069,364.3735
427,"Benzo[pqr]naphtho[8,1,2-cde]picene",C30H16,111728-58-6,c1cc2cc3c(cc4ccc5cccc6c5c4c3cc6)c3ccc4cccc1c4c23,NCECVMZBASVXIW-UHFFFAOYSA-N,376.448,17.95,9.55,1.879,4.9307,803.5485
428,"Benzo[rst]naphtho[8,1,2-cde]pentaphene",C30H16,52879-10-4,c1ccc2c(c1)c1c3c(c2)ccc2c3c(cc1)c1c3c2ccc2cccc(c32)cc1,CNRDFDPKWRGOGO-UHFFFAOYSA-N,376.448,18.01,9.201,1.957,4.8464,449.5387
429,"Benzo[c]naphtho[2,1-p]chrysene",C30H18,27798-46-5,c1cccc2c1ccc1c2c2c(c3c(cc2)cccc3)c2c1c1c(cc2)cccc1,JNILXLCSAFFNTK-UHFFFAOYSA-N,378.464,14.16,13.46,1.053,5.4586,501.3544
430,"Benzo[2,1-a:3,4-a']dianthracene",C30H18,1885-12-,c1c2c(ccc1)cc1c(c2)ccc2c1c1c(cc2)ccc2c1cc1c(c2)cccc1,IYYZTTJANRCFKN-UHFFFAOYSA-N,378.464,13.39,12.61,1.062,5.2328,422.6756
431,"Dinaphtho[2,1-c 1',2'-g]phenanthrene",C30H18,169146-84-,c1c2c(ccc1)c1c(cc2)ccc2c1c1c(cc2)ccc2c1c1c(cc2)cccc1,ZADYHNRFHQXTOH-UHFFFAOYSA-N,378.464,11.66,10.51,1.109,5.4559,419.5792
432,Trinaphthylene,C30H18,196-62-3,c1ccc2c(c1)cc1c(c2)c2c(c3c1cc1c(c3)cccc1)cc1c(c2)cccc1,PGXOVVAJURGPLL-UHFFFAOYSA-N,378.464,15.89,14.1,1.127,5.5294,546.2152
433,"Anthra[1,2-a]benz[j]anthracene",C30H18,1157475-96-,c1cc2c(cc1)c1c(cc2)cc2c(c1)c1c(cc2)ccc2c1cc1c(c2)cccc1,BQSDCWYOVQLYMD-UHFFFAOYSA-N,378.464,14.74,12.43,1.186,5.1538,521.8877
434,"Naphtho[1,2-h]pentaphene",C30H18,1157476-43-,c1ccc2c(c1)cc1c(c2)c2c(c3c1cc1c(c3)cccc1)c1c(cc2)cccc1,QCVNJEYCGAPOPQ-UHFFFAOYSA-N,378.464,15.78,13.14,1.201,5.3198,586.4259
435,"Naphtho[2,3-s]picene",C30H18,115747-66-5,c1ccc2c(c1)cc1c(c2)c2c(c3c1c1c(cc3)cccc1)ccc1c2cccc1,JZCDOPHSAFLCPB-UHFFFAOYSA-N,378.464,16.01,12.92,1.239,5.2028,535.4058
436,"Phenanthro[3,2-g]chrysene",C30H18,115747-41-6,c1cc2c(cc1)c1c(cc2)cc2c(c1)c1c(ccc3c1cccc3)c1c2cccc1,ZGVVTLTVVWGTNP-UHFFFAOYSA-N,378.464,15.61,12.91,1.209,5.3579,542.1137
437,"Dinaphth[1,2-a:2',1'-j]anthracene",C30H18,681712-66-,c1c2c(ccc1)ccc1c2c2c(cc1)cc1c(c2)c2c(cc1)ccc1c2cccc1,LDSHNWMPZHRYHW-UHFFFAOYSA-N,378.464,14.23,11.54,1.233,5.23,511.5515
438,"Dibenzo[a,h]pentaphene",C30H18,1157473-81-,c1ccc2c(c1)cc1c(c2)c2c(cccc2)c2c1cc1c(c2)ccc2c1cccc2,GWIJEHADGSNRTI-UHFFFAOYSA-N,378.464,16.08,13.13,1.225,5.4804,581.694
439,"Benzo[b]naphtho[2,3-g]chrysene",C30H18,115747-65-4,c1ccc2c(c1)cc1c(c2)ccc2c1c1c(cc3c(c1)cccc3)c1c2cccc1,KRJXJQUUTSUMFG-UHFFFAOYSA-N,378.464,15.88,12.85,1.236,5.1076,540.4067
440,"Benzo[b]naphtho[2,1-p]chrysene",C30H18,1157476-76-,c1ccc2c(c1)cc1c(c2)c2c(c3c(cc2)cccc3)c2c1c1c(cc2)cccc1,QYEXGCCCKGEVAV-UHFFFAOYSA-N,378.464,16.07,12.97,1.24,5.2137,566.5664
441,"Phenanthro[9,10-b]triphenylene",C30H18,215-11-2,c1cc2c(cc1)c1c(c3c2cccc3)cc2c(c1)c1c(cccc1)c1c2cccc1,RQBFBRABPQPCHC-UHFFFAOYSA-N,378.464,14.11,11.65,1.211,5.6573,449.2509
442,"Tribenzo[b,g,p]chrysene",C30H18,115747-77-8,c1ccc2c(c1)cc1c(c2)c2c(cccc2)c2c1c1c(c3c2cccc3)cccc1,CKDUHNOTCAJKNM-UHFFFAOYSA-N,378.464,15.91,12.8,1.243,5.2872,547.9004
443,"Dibenzo[f,s]picene",C30H18,1157477-23-,c1ccc2c(c1)c1c(cc2)c2c(c3c1cccc3)c1c(cccc1)c1c2cccc1,ZNALMZNLTLLRIP-UHFFFAOYSA-N,378.464,14.67,11.65,1.259,5.3715,517.3664
444,"Phenanthro[3,4-c]chrysene",C30H18,31124-69-3,c1cccc2c1ccc1c2c2c(cc1)ccc1c2c2c(cc1)c1c(cc2)cccc1,GDVGHRAFSILCCD-UHFFFAOYSA-N,378.464,14.0,11.12,1.26,5.4695,472.5216
445,"Phenanthro[2,3-g]chrysene",C30H18,115747-40-5,c1cccc2c1ccc1c2cc2c(c1)c1c(c3c2cccc3)ccc2c1cccc2,HOAPOWFCJGBTAL-UHFFFAOYSA-N,378.464,16.25,12.54,1.295,5.4015,568.2104
446,"Dibenzo[a,f]picene",C30H18,1157473-69-,c1ccc2c(c1)c1c(cc2)c2c(cc1)c1c(c3c2cccc3)ccc2c1cccc2,UTPBUQXENJOLSR-UHFFFAOYSA-N,378.464,16.15,12.21,1.323,5.4695,566.1814
447,"Anthra[1,2-a]naphthacene",C30H18,1157477-89-,c1ccc2c(c1)cc1c(c2)cc2c(c1)c1c(cc2)ccc2c1cc1c(c2)cccc1,WCPDJMAPKQNQJH-UHFFFAOYSA-N,378.464,16.57,12.2,1.358,4.8899,627.2238
448,"Naphtho[1,2-a]pentaphene",C30H18,1157478-58-,c1ccc2c(c1)cc1c(c2)ccc2c1cc1c(c2)ccc2c1c1c(cc2)cccc1,RQPHXCFKIKGQMF-UHFFFAOYSA-N,378.464,15.6,11.64,1.34,5.3498,593.8676
449,"Benzo[b]naphtho[2,1-g]chrysene",C30H18,1157476-98-,c1ccc2c(c1)cc1c(c2)ccc2c1c1c(c3c2cccc3)c2c(cc1)cccc2,MPGFNVVQJLRZAO-UHFFFAOYSA-N,378.464,15.88,11.91,1.333,5.211,586.3613
450,"Phenanthro[2,3-c]chrysene",C30H18,115747-61-0,c1cc2c(cc1)c1c(cc2)cc2c(c1)c1c(cc2)ccc2c1ccc1c2cccc1,JFHDWPLOWNIQKA-UHFFFAOYSA-N,378.464,16.26,11.47,1.418,5.3933,580.594
451,"Dibenzo[a,o]pentaphene",C30H18,1157476-09-,c1cc2c(cc1)c1c(cc2)cc2c(c1)c1c(cc2)cc2c(c1)c1c(cc2)cccc1,RZDQIDIPSHXPHF-UHFFFAOYSA-N,378.464,16.09,11.63,1.384,5.4913,455.6137
452,"Naphtho[1,2-f]picene",C30H18,115747-49-4,c1ccc2c(c1)c1c(cc2)c2c(cc1)c1c(cccc1)c1c2ccc2c1cccc2,NQXGOTWMGKTTIY-UHFFFAOYSA-N,378.464,16.67,11.61,1.436,5.4668,612.0969
453,"Phenanthro[3,4-b]triphenylene",C30H18,112498-95-0,c1cc2c(cc1)c1c(c3c2cccc3)cc2c(c1)c1c(cc2)ccc2c1cccc2,HAFPGMBSLVPSNC-UHFFFAOYSA-N,378.464,15.68,11.07,1.417,5.4232,576.2144
454,"Dibenzo[a,j]plcene",C30H18,1157475-41-,c1cc2c(cc1)c1c(cc2)ccc2c1ccc1c2c2c(c3c1cccc3)cccc2,NQOHRNMQHCOSSP-UHFFFAOYSA-N,378.464,16.25,10.84,1.499,5.4532,591.9084
455,"Tribenzo[b,g,l]chrysene",C30H18,115747-47-2,c1ccc2c(c1)cc1c(c2)ccc2c1c1c(cccc1)c1c2c2c(cc1)cccc2,OANPOOGFGCEHNI-UHFFFAOYSA-N,378.464,16.37,11.64,1.405,5.1783,608.4473
456,"Benzo[a]naphtho[2,1-l]naphthacene",C30H18,1157478-70-,c1cc2c(cc1)c1c(cc2)cc2c(c1)cc1c(c2)ccc2c1c1c(cc2)cccc1,QGTSSWIIVLSFOQ-UHFFFAOYSA-N,378.464,16.81,11.18,1.504,5.0504,673.3712
457,"Naphtho[2,3-a]picene",C30H18,115747-58-5,c1ccc2c(c1)cc1c(c2)ccc2c1c1c(cc2)c2c(cc1)c1c(cc2)cccc1,NKDSUPKCQDQOBR-UHFFFAOYSA-N,378.464,17.15,11.34,1.513,5.279,633.3586
458,"Naphtho[2,3-a]pentaphene",C30H18,1157477-34-,c1ccc2c(c1)cc1c(c2)ccc2c1cc1c(c2)ccc2c1cc1c(c2)cccc1,IQGZNVLQLIIGOH-UHFFFAOYSA-N,378.464,16.79,11.57,1.451,5.2817,461.9454
459,"Phenanthro[3,4-b]chrysene",C30H18,115747-84-7,c1ccc2c(c1)ccc1c2ccc2c1cc1c(c2)ccc2c1c1c(cc2)cccc1,YQMMAASVPVXVQD-UHFFFAOYSA-N,378.464,16.81,11.17,1.505,5.2572,628.1965
460,"Benzo[g]naphtho[2,1-b]chrysene",C30H18,1157475-74-,c1cc2c(cc1)c1c(cc2)cc2c(c1)c1c(cc2)c2c(c3c1cccc3)cccc2,JXLQIMALIUMIFG-UHFFFAOYSA-N,378.464,16.44,10.86,1.514,5.2845,603.6727
461,"Dibenzo[f,j]picene",C30H18,1886-70-,c1c2c(ccc1)c1c(c3c2cccc3)ccc2c1c1c(c3c2cccc3)cccc1,GNBFHOTZBDDRBP-UHFFFAOYSA-N,378.464,15.76,10.24,1.539,5.6137,529.193
462,"Dibenzo[c,h]pentaphene",C30H18,1157473-92-,c1ccc2c(c1)cc1c(c2)c2c(cccc2)c2c1cc1c(c2)c2c(cc1)cccc2,ZAGBCCVCPMSGGA-UHFFFAOYSA-N,378.464,18.03,11.66,1.546,5.4804,585.0834
463,"Dibenzo[a,o]picene",C30H18,1157479-38-,c1ccc2c(c1)ccc1c2c2c(cc1)c1c(cc2)c2c(cc1)ccc1c2cccc1,GIJRXTXBOHNKOF-UHFFFAOYSA-N,378.464,16.39,10.38,1.579,5.5294,609.2983
464,"Tribenzo[a,c,j]naphthacene",C30H18,215-96-3,c1cc2c(cc1)c1c(cc2)cc2c(c1)cc1c(c2)c2c(c3c1cccc3)cccc2,SSUTVLAUGWQSDG-UHFFFAOYSA-N,378.464,17.79,11.38,1.563,5.2028,423.0642
465,"Dibenzo[a,c]pentaphene",C30H18,1157473-70-,c1ccc2c(c1)cc1c(c2)ccc2c1cc1c(c2)c2c(c3c1cccc3)cccc2,CORMJNPYGDTQNB-UHFFFAOYSA-N,378.464,17.58,11.15,1.577,5.3851,670.7062
466,"Dibenzo[b,f]picene",C30H18,1157476-87-,c1ccc2c(c1)cc1c(c2)c2c(cccc2)c2c1ccc1c2ccc2c1cccc2,GQMBGEYPDXBMHW-UHFFFAOYSA-N,378.464,17.92,11.4,1.573,5.4042,644.7941
467,"Dibenzo[a,c]pentacene",C30H18,2160-80-,c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)c2c(c3c1cccc3)cccc2,FMULMJRDHBIBNO-UHFFFAOYSA-N,378.464,18.35,11.49,1.597,4.8219,658.8133
468,"Benzo[a]naphtho[1,2-c]naphthacene",C30H18,1157474-50-,c1c2c(cc3c1cccc3)cc1c(c2)c2c(c3c1ccc1c3cccc1)cccc2,ACAZVMBRDKJWFX-UHFFFAOYSA-N,378.464,18.23,11.39,1.601,5.0586,714.9383
469,"Benzo[p]naphtho[2,1-b]chrysene",C30H18,1157475-63-,c1cc2c(cc1)c1c(cc2)cc2c(c1)c1c(c3c2cccc3)c2c(cc1)cccc2,ZYSNMHZQGVMYBE-UHFFFAOYSA-N,378.464,16.43,11.76,1.397,5.3879,624.6675
470,"Benzo[p]naphtho[1,2-b]chrysene",C30H18,1157475-52-,c1cccc2c1ccc1c2cc2c(c1)c1c(c3c(cc1)cccc3)c1c2cccc1,MJOFZOWROCHIIR-UHFFFAOYSA-N,378.464,17.87,11.15,1.604,5.4178,648.6538
471,Benzo[a]hexaphene,C30H18,1157477-90-,c1ccc2c(c1)cc1c(c2)cc2c(c1)c1c(cc2)cc2c(c1)c1c(cc2)cccc1,JNMCFKUDCXGKFX-UHFFFAOYSA-N,378.464,18.18,11.32,1.606,5.0695,421.1814
472,"Phenanthro[1,2-a]naphthacene",C30H18,115747-63-2,c1c2c(ccc1)c1c(cc2)c2c(cc1)ccc1c2cc2c(c1)cc1c(c2)cccc1,PALHWCXPNGJGRR-UHFFFAOYSA-N,378.464,18.32,11.09,1.653,4.996,693.8237
473,"Phenanthro[9,10-b]chrysene",C30H18,80277-95-8,c1cc2c(cc1)c1c(c3c2cccc3)cc2c(c1)c1c(cc2)c2c(cc1)cccc2,MOTPQDCTYRIYRD-UHFFFAOYSA-N,378.464,17.99,11.15,1.614,5.4287,656.3968
474,"Tribenzo[b,g,k]chrysene",C30H18,115747-46-1,c1ccc2c(c1)cc1c(c2)ccc2c1c1c(cccc1)c1c2cc2c(c1)cccc2,XXHBWGDULJLIOR-UHFFFAOYSA-N,378.464,18.26,11.14,1.639,5.1321,681.4289
475,"Dinaphth[1,2-a:1',2'-h]anthracene",C30H18,204951-52-,c1cccc2c1ccc1c2c2c(cc1)cc1c(c2)ccc2c1c1c(cc2)cccc1,HFRYZIGFBSKMCT-UHFFFAOYSA-N,378.464,16.92,10.17,1.663,5.2436,644.7107
476,Benzo[q]hexaphene,C30H18,1157477-45-,c1cc2c(cc1)c1c(cc2)cc2c(c1)cc1c(c2)ccc2c1cc1c(c2)cccc1,VUXDXIOYYSDWDM-UHFFFAOYSA-N,378.464,18.47,10.93,1.689,5.1892,406.3544
477,"Benzo[c]naphtho[2,3-l]chrysene",C30H18,1157474-49-,c1ccc2c(c1)cc1c(c2)ccc2c1c1c(cc2)c2c(cc1)ccc1c2cccc1,WGTDKACSDKQTCC-UHFFFAOYSA-N,378.464,18.12,10.55,1.718,5.2518,673.2344
478,"Benzo[b]naphtho[2,3-l]chrysene",C30H18,1157477-12-,c1ccc2c(c1)cc1c(c2)ccc2c1c1c(cc2)c2c(cc1)cc1c(c2)cccc1,JVSYFXQHOVBWIS-UHFFFAOYSA-N,378.464,18.58,10.73,1.732,5.2872,714.5144
479,"Dibenzo[b,j]plcene",C30H18,1157474-83-,c1ccc2c(c1)cc1c(c2)ccc2c1ccc1c2c2c(c3c1cccc3)cccc2,UZINMVGSTWBCHP-UHFFFAOYSA-N,378.464,18.0,10.86,1.657,5.3334,678.9924
480,"Naphtho[1,2-a]pentacene",C30H18,1157917-47-,c1c2c(ccc1)ccc1c2c2c(cc1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1,GKRNNLSPQRNKDN-UHFFFAOYSA-N,378.464,18.36,10.61,1.73,4.7239,785.0262
481,"Dibenzo[b,s]picene",C30H18,1157478-81-,c1ccc2c(c1)cc1c(c2)ccc2c1c1c(cccc1)c1c2ccc2c1cccc2,ZNICFDOMJYYLKZ-UHFFFAOYSA-N,378.464,18.2,10.47,1.738,5.2191,669.2956
482,"Naphtho[2,1-a]pentaphene",C30H18,1157478-69-,c1ccc2c(c1)cc1c(c2)ccc2c1cc1c(c2)ccc2c1ccc1c2cccc1,XYKKTMGBNMFYLJ-UHFFFAOYSA-N,378.464,18.46,10.94,1.688,5.396,633.8586
483,"Phenanthro[9,10-a]naphthacene",C30H18,115791-73-6,c1c2c(ccc1)c1c(c3c2c2c(cc3)cc3c(c2)cc2c(c3)cccc2)cccc1,GFDZZYBWUQZDKO-UHFFFAOYSA-N,378.464,18.04,10.4,1.736,4.9253,701.5323
484,"Dibenzo[a,c]picene",C30H18,1157477-01-,c1ccc2c(c1)c1c(cc2)c2c(cc1)c1c(cc2)c2c(c3c1cccc3)cccc2,RRLSOTVFAHPOJP-UHFFFAOYSA-N,378.464,17.96,10.46,1.717,5.464,641.2406
485,"Dibenzo[c,s]picene",C30H18,1157475-07-,c1ccc2c(c1)c1c(cc2)c2c(c3c1cccc3)c1c(cc2)c2c(cc1)cccc2,FEDHUOAMNJJTNU-UHFFFAOYSA-N,378.464,18.09,10.51,1.721,5.494,650.8343
486,"Dibenzo[a,m]pentaphene",C30H18,1157478-36-,c1cc2c(cc1)c1c(cc2)cc2c(c1)c1c(cc2)cc2c(c1)ccc1c2cccc1,QTJAYMGFIWGFGT-UHFFFAOYSA-N,378.464,18.5,10.75,1.722,5.426,581.4739
487,"Naphtho[1,2-b]picene",C30H18,115747-82-5,c1cc2c(cc1)c1c(cc2)cc2c(c1)c1c(cc2)c2c(cc1)c1c(cc2)cccc1,LBCJGYRMDGESHU-UHFFFAOYSA-N,378.464,18.45,10.5,1.757,5.4096,473.0471
488,"Benzo[a]naphtho[1,2-j]naphthacene",C30H18,112498-94-9,c1cccc2c1ccc1c2cc2c(c1)cc1c(c2)ccc2c1c1c(cc2)cccc1,LNZUJXAMFLYEGC-UHFFFAOYSA-N,378.464,18.3,10.33,1.772,5.0477,732.7259
489,"Phenanthro[4,3-b]chrysene",C30H18,42851-11-6,c1ccc2c(c1)c1c(cc2)c2c(cc1)cc1c(c2)ccc2c1c1c(cc2)cccc1,YEDLYGKQQJJTBA-UHFFFAOYSA-N,378.464,18.3,10.24,1.788,5.26,701.9734
490,"Dibenzo[a,n]picene",C30H18,1157476-21-,c1ccc2c(c1)cc1c(c2)ccc2c1ccc1c2ccc2c1c1c(cc2)cccc1,SMHZBBHLTQNHTO-UHFFFAOYSA-N,378.464,18.29,10.24,1.787,5.279,700.8564
491,"Naphtho[2,1-a]picene",C30H18,115747-51-8,c1ccc2c(c1)c1c(cc2)c2c(cc1)c1c(cc2)ccc2c1ccc1c2cccc1,KSSSZRQIZZTYRS-UHFFFAOYSA-N,378.464,18.55,10.28,1.804,5.513,684.9777
492,"Naphtho[2,1-c]pentaphene",C30H18,115791-75-8,c1ccc2c(c1)cc1c(c2)ccc2c1cc1c(c2)c2c(cc1)ccc1c2cccc1,VSLVECVHYNBRKM-UHFFFAOYSA-N,378.464,18.61,10.14,1.836,5.3606,738.2727
493,"Naphtho[2,1-c]picene",C30H18,115747-43-8,c1ccc2c(c1)c1c(cc2)c2c(cc1)c1c(cc2)c2c(cc1)ccc1c2cccc1,RFYQCYCUNLXVDB-UHFFFAOYSA-N,378.464,18.58,10.01,1.857,5.513,699.4806
494,"Benzo[l]naphtho[1,2-b]chrysene",C30H18,1157474-27-,c1cccc2c1ccc1c2cc2c(c1)c1c(cc2)c2c(cc1)ccc1c2cccc1,KNOBAEGOUBNUNM-UHFFFAOYSA-N,378.464,18.54,9.878,1.876,5.3688,728.1707
495,"Benzo[c]naphtho[1,2-l]chrysene",C30H18,1157475-29-,c1ccc2c(c1)c1c(cc2)ccc2c1ccc1c2c2c(cc1)c1c(cc2)cccc1,VIBOTHVMIWUPKX-UHFFFAOYSA-N,378.464,18.12,9.402,1.928,5.5021,694.1682
496,"Benzo[l]naphtho[2,1-b]chrysene",C30H18,1157475-30-,c1cc2c(cc1)c1c(cc2)cc2c(c1)c1c(cc2)c2c(cc1)ccc1c2cccc1,AWNMEPRKQNFWJH-UHFFFAOYSA-N,378.464,18.01,9.47,1.902,5.3797,707.827
497,Heptaphene,C30H18,2227-53-,c1ccc2c(c1)cc1c(c2)cc2c(c1)c1c(cc2)cc2c(c1)cc1c(c2)cccc1,ACJRMEVDTSKFDP-UHFFFAOYSA-N,378.464,20.19,10.36,1.949,5.1049,383.7578
498,Benzo[p]hexaphene,C30H18,2228-11-,c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)ccc2c1cc1c(c2)cccc1,YACDAOUEFLHFNV-UHFFFAOYSA-N,378.464,20.32,10.25,1.983,4.8164,451.4783
499,"Benzo[b]naphtho[1,2-l]chrysene",C30H18,1157479-05-,c1ccc2c(c1)cc1c(c2)ccc2c1ccc1c2c2c(cc1)c1c(cc2)cccc1,XMFIQABSWOWDJF-UHFFFAOYSA-N,378.464,19.18,9.386,2.043,5.2627,754.4431
500,"Benzo[a]naphtho[1,2-l]naphthacene",C30H18,112498-96-1,c1cc2c(cc1)c1c(cc2)cc2c(c1)cc1c(c2)ccc2c1ccc1c2cccc1,JIKMQGQDJFTTQP-UHFFFAOYSA-N,378.464,19.08,9.514,2.005,5.0668,727.6121
501,"Dibenzo[a,n]pentacene",C30H18,227-07-6,c1cc2c(cc1)c1c(cc2)cc2c(c1)cc1c(c2)cc2c(c1)c1c(cc2)cccc1,BIEUWKJVIGHHCT-UHFFFAOYSA-N,378.464,19.12,9.503,2.012,4.8572,368.7694
502,"Benzo[b]naphtho[2,1-k]chrysene",C30H18,115747-91-6,c1cc2c(cc1)c1c(cc2)cc2c(c1)c1c(cc2)c2c(cc1)cc1c(c2)cccc1,FOZDNNFAJYHQGD-UHFFFAOYSA-N,378.464,19.06,9.52,2.002,5.1838,404.853
503,"Phenanthro[2,1-b]chrysene",C30H18,62243-32-7,c1ccc2c(c1)ccc1c2ccc2c1cc1c(c2)ccc2c1ccc1c2cccc1,LGCUAGZZQCDTLI-UHFFFAOYSA-N,378.464,19.03,9.52,1.999,5.2763,358.8163
504,"Phenanthro[3,4-a]naphthacene",C30H18,115747-89-2,c1ccc2c(c1)cc1c(c2)cc2c(c1)c1c(cc2)c2c(cc1)ccc1c2cccc1,DSUIKMHETLNCFN-UHFFFAOYSA-N,378.464,19.21,9.372,2.05,4.9878,804.9728
505,Benzo[o]hexaphene,C30H18,1157477-67-,c1cccc2c1ccc1c2cc2c(c1)cc1c(c2)ccc2c1cc1c(c2)cccc1,FPWBTZXOJYDBKA-UHFFFAOYSA-N,378.464,20.07,9.855,2.037,5.1756,570.9669
506,Benzo[c]hexaphene,C30H18,1157479-27-,c1ccc2c(c1)cc1c(c2)cc2c(c1)c1c(cc2)cc2c(c1)ccc1c2cccc1,PGNHKUNAXMFBHM-UHFFFAOYSA-N,378.464,20.33,9.876,2.058,5.064,441.0283
507,"Naphtho[2,3-b]picene",C30H18,115747-75-6,c1ccc2c(c1)cc1c(c2)cc2c(c1)c1c(cc2)c2c(cc1)c1c(cc2)cccc1,TTZIIGXNCKNDEE-UHFFFAOYSA-N,378.464,20.31,9.484,2.142,5.0096,447.5155
508,"Dibenzo[b,n]picene",C30H18,213-44-5,c1ccc2c(c1)cc1c(c2)ccc2c1ccc1c2ccc2c1cc1c(c2)cccc1,IPXVTAOMMAREJT-UHFFFAOYSA-N,378.464,20.18,9.163,2.202,5.3416,354.9179
509,"Dibenzo[a,l]pentacene",C30H18,227-09-8,c1cccc2c1ccc1c2cc2c(c1)cc1c(c2)cc2c(c1)c1c(cc2)cccc1,XSTMLGGLUNLJRY-UHFFFAOYSA-N,378.464,20.03,9.136,2.193,4.8545,348.4978
510,"Naphtho[2,3-c]pentaphene",C30H18,222-58-2,c1ccc2c(c1)cc1c(c2)ccc2c1cc1c(c2)c2c(cc1)cc1c(c2)cccc1,JGBLWZFGTIBNSF-UHFFFAOYSA-N,378.464,20.17,9.177,2.198,5.2545,348.835
511,"Dibenzo[c,m]pentaphene",C30H18,222-51-5,c1cccc2c1ccc1c2cc2c(c1)c1c(cc2)cc2c(c1)ccc1c2cccc1,RQCIQCDYYKLUBE-UHFFFAOYSA-N,378.464,20.17,9.17,2.2,5.3688,351.1666
512,"Naphtho[1,2-c]pentaphene",C30H18,1157478-03-,c1ccc2c(c1)cc1c(c2)ccc2c1cc1c(c2)c2c(cc1)c1c(cc2)cccc1,XYAXZYJYQCEJHK-UHFFFAOYSA-N,378.464,20.18,9.165,2.202,5.3498,633.9709
513,Benzo[a]hexacene,C30H18,2400-40-,c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cc2c(c1)c1c(cc2)cccc1,MXYPZWPCQFLWMM-UHFFFAOYSA-N,378.464,20.72,9.208,2.25,4.5715,916.9627
514,"Benzo[a]naphtho[2,1-j]naphthacene",C30H18,112498-97-2,c1cccc2c1ccc1c2cc2c(c1)cc1c(c2)ccc2c1ccc1c2cccc1,IDOXGSZXYVULMZ-UHFFFAOYSA-N,378.464,20.16,9.018,2.236,5.064,751.3588
515,"Naphtho[2,1-b]picene",C30H18,115747-81-4,c1cccc2c1ccc1c2cc2c(c1)c1c(cc2)c2c(cc1)c1c(cc2)cccc1,ARZWAAVTXBDGPC-UHFFFAOYSA-N,378.464,20.07,8.916,2.251,5.3851,358.3587
516,"Dibenzo[b,m]picene",C30H18,826284-64-,c1ccc2c(c1)cc1c(c2)ccc2c1ccc1c2ccc2c1ccc1c2cccc1,MCBRQEGIAAYFSC-UHFFFAOYSA-N,378.464,20.32,8.921,2.278,5.2926,534.2665
517,"Anthra[2,1-a]naphthacene",C30H18,2141-64-,c1ccc2c(c1)cc1c(c2)cc2c(c1)c1c(cc2)c2c(cc1)cc1c(c2)cccc1,AARSTWAHNORPES-UHFFFAOYSA-N,378.464,20.78,9.024,2.303,4.9171,338.6717
518,"Benzo[b]naphtho[1,2-k]chrysene",C30H18,214-15-3,c1ccc2c(c1)cc1c(c2)ccc2c1ccc1c2cc2c(c1)c1c(cc2)cccc1,AONVVRAATODJAD-UHFFFAOYSA-N,378.464,20.31,8.728,2.327,5.1811,437.3935
519,"Phenanthro[1,2-b]chrysene",C30H18,,c1ccc2c(c1)c1c(cc2)c2c(cc1)cc1c(c2)ccc2c1ccc1c2cccc1,NFLRSCYBACPFBP-UHFFFAOYSA-N,378.464,20.3,8.728,2.326,5.2681,332.1052
520,"Dibenzo[c,m]picene",C30H18,13109-47-2,c1ccc2c(c1)c1c(cc2)c2c(cc1)c1c(cc2)c2c(cc1)c1c(cc2)cccc1,AHVZJLHMYBTBHM-UHFFFAOYSA-N,378.464,20.17,7.967,2.532,5.494,331.9511
521,Heptacene,C30H18,2583-88-,c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1,KDEZIUOWTXJEJK-UHFFFAOYSA-N,378.464,21.38,7.434,2.876,4.3674,1059.7652
522,Ovalene,C32H14,190-26-1,c1cc2cc3ccc4c5c3c3c2c2c1ccc1ccc6cc7ccc(c5c7c3c6c21)cc4,LSQODMMMSXHVCN-UHFFFAOYSA-N,398.454,14.07,11.66,1.207,5.0368,611.3755
