PAH_num,Name,Formula,CAS,SMILES,InChIKey,Molar_Mass_g_mol,Length_A,Width_A,Length_to_Width_Ratio,Vertical_IE_eV,Dipole_Moment_Debye
615,"Anthra[1,9,8-abcd]benzo[hi]coronene",C36H16,128345-78-8,c1cc2c3c4c1ccc1c4c4c5c(cc6c4c(c1)ccc6)c1cccc4c1c(c35)c1c2cccc1c4,MCGNOPIOKHAONY-UHFFFAOYSA-N,448.512,14.76,12.73,1.16,4.4001,593.6829
616,"Tetrabenzo[bc,ef,kl,no]coronene",C36H16,128345-80-2,c1ccc2cc3cc4cccc5c4c4c3c3c2c1c1cccc2c1c3c1c(c2)cc2c(c41)c5ccc2,RFLAMKBJCBSPOC-UHFFFAOYSA-N,448.512,14.07,11.71,1.202,4.1552,718.8389
617,"Benzo[ef]phenaleno[9,1,2-abc]coronene",C36H16,128345-76-6,c1cc2cc3cccc4c3c3c2c2c1ccc1ccc5c(c3c3c4cc4cccc6c4c3c5cc6)c21,MSANEHZDKXBVCT-UHFFFAOYSA-N,448.512,15.88,12.9,1.231,4.6504,594.7411
618,"Tetrabenzo[bc,ef,hi,kl]coronene",C36H16,128366-79-0,c12cccc3c1c1c4c5c3cccc5c3cccc5c3c4c3c(c5)ccc4cc5cccc2c5c1c34,OUYAOGXTUHPYGO-UHFFFAOYSA-N,448.512,15.87,12.89,1.231,4.9144,549.0805
619,"Dinaphtho[8,1,2-abc:2',1',8'-efg]coronene",C36H16,122677-68-3,c12c3c4c5ccc6c4c4c(cc6)ccc(c14)c1cccc4c1c2c(cc4)c1c3c2c5cccc2cc1,IALDVUQRLRCKEF-UHFFFAOYSA-N,448.512,15.88,12.88,1.233,4.9579,561.4477
620,"Dibenzo[ef,hi]naphtho[8,1,2-abc]coronene",C36H16,128395-03-9,c1cc2ccc3c4c2c2c1cc1cccc5c1c2c1c2c5cccc2c2c(c41)c1c3cccc1cc2,KXAPPMQHUSIBDC-UHFFFAOYSA-N,448.512,15.89,12.89,1.233,4.7566,561.227
621,"Dibenzo[kl,no]naphtho[8,1,2-abc]coronene",C36H16,128345-75-5,c1cc2c3c(ccc2)c2c4c5c6c(c2)cccc6c2cccc6c2c5c2c5c4c3c1cc5ccc2c6,GFOCWBYWIXDDIQ-UHFFFAOYSA-N,448.512,15.92,12.88,1.235,4.8736,642.9306
622,Benz[a]ovalene,C36H16,75449-88-6,c1c2c3c4c5c6c(cc7c5c5c(ccc8c5c4c1cc8)cc7)ccc1ccc(c3c61)c1c2cccc1,UEOJBRIZEMHGKR-UHFFFAOYSA-N,448.512,15.91,12.88,1.235,5.0668,644.6527
623,"Dinaphtho[8,1,2-abc:8',1',2'-ghi]coronene",C36H16,75459-02-8,c1c2c3c4c5c(ccc6c5c5c(cc6)cc6c(c35)c3c2cccc3cc6)c2cccc3c2c4c1cc3,PDLJIALKYPORIU-UHFFFAOYSA-N,448.512,16.12,12.75,1.264,5.1185,631.2825
624,"Dibenzo[hi,kl]naphtho[8,1,2-abc]coronene",C36H16,128345-77-7,c1cc2cc3cc4cccc5c4c4c3c3c2c2c1cccc2c1ccc2cc6cccc5c6c4c2c31,KJJQFSGYOAQARO-UHFFFAOYSA-N,448.512,15.31,11.69,1.31,4.5497,770.692
625,"Benz[4,10]anthra[1,9,8-abcd]coronene",C36H16,117726-83-7,c1cc2c3c4c1c1ccc5cccc6c5c1c1c4c4c(ccc5c4c3c(cc2)cc5)c2cccc6c12,ICEORPCIHYADBX-UHFFFAOYSA-N,448.512,15.9,11.65,1.364,5.0804,543.5179
626,"Pyreno[1,10,9-abc]coronene",C36H16,75459-04-0,c1cc2c3c4c1c1ccc5c6c1c1c4c4c(cc1c1cccc(c61)cc5)ccc1c4c3c(cc2)cc1,WEHRUKJFXHHPDQ-UHFFFAOYSA-N,448.512,15.93,11.64,1.368,5.1566,542.0892
627,"Dinaphtho[8,1,2-abc:2',1',8'-klm]coronene",C36H16,53086-28-5,c1cc2c3c4c1c1cccc5c1c1c4c4c(cc1cc5)ccc1c4c3c3c(c1)ccc1cccc2c31,KETCSTBYNQMJQQ-UHFFFAOYSA-N,448.512,15.94,11.65,1.369,5.1375,534.1405
628,"Pyreno[10,1,2-abc]coronene",C36H16,75449-90-0,c1c2c3c4c(cc2)ccc2ccc5ccc6c(c3c3c7c6cc6cccc8ccc(cc13)c7c68)c5c42,DDDQWGZROGJFPP-UHFFFAOYSA-N,448.512,16.55,11.67,1.417,4.8382,555.8669
629,Benz[d]ovalene,C36H16,75449-89-7,c1c2c3c4c5c6c(cc7ccc8c(c9c(ccc1c49)c1c8cccc1)c57)ccc1c6c3c(cc2)cc1,VECPQLCGFBNKKP-UHFFFAOYSA-N,448.512,16.53,11.66,1.418,4.8953,781.8148
630,"Dinaphtho[8,1,2-abc:2',1',8'-hij]coronene",C36H16,128345-74-4,c1c2c3c4c5c(ccc6c5c5c(cc6)c6cccc7c6c(c35)c(c2)cc7)c2cccc3c2c4c1cc3,GJBBOQROTQNTTL-UHFFFAOYSA-N,448.512,16.56,11.68,1.418,4.9307,508.4624
631,"Dinaphtho[8,1,2-abc:8',1',2'-jkl]coronene",C36H16,190-47-6,c1cc2c3c4c1c1cccc5c1c1c4c4c(cc1cc5)ccc1c4c3c3c4c1cccc4ccc3c2,OPFDXHGXFJIUOF-UHFFFAOYSA-N,448.512,16.55,11.67,1.418,4.9334,801.8291
632,"Benzo[qrs]naphtho[3,2,1,8,7-defgh]pyranthrene",C36H16,128345-79-9,c1ccc2cc3cc4ccc5cc6cccc7c6c6c5c4c4c3c3c(ccc1c23)c1ccc(c7)c6c41,CKBOBMMPMDDMGW-UHFFFAOYSA-N,448.512,17.97,11.69,1.537,4.4817,807.62
633,Decacyclene,C36H18,191-48-0,c12c(c3c(c4c1c1c5c4cccc5ccc1)c1c4c3cccc4ccc1)c1c3c2cccc3ccc1,CUIWZLHUNCCYBL-UHFFFAOYSA-N,450.528,14.99,14.41,1.04,5.4096,619.0228
634,"Dibenzo[fg,ij]phenanthro[9,10,1,2,3-pqrst]pentaphene",C36H18,188-00-1,c12cccc3c1c1c4c(cc5c1c1c3cccc1c1c5cccc1)c1c(c3c4c2ccc3)cccc1,PIOIXLTVQRSBRZ-UHFFFAOYSA-N,450.528,15.91,14.11,1.128,5.4232,573.9258
635,"Tribenzo[fgh,pqr,za1b1]trinaphthylene",C36H18,97269-75-5,c1cc2c3c4c1c1c(c5c4c4c(cc5)c5c(c6c4c3c(cc6)c3c2cccc3)cccc5)cccc1,IUVKKZUCDGHBBS-UHFFFAOYSA-N,450.528,15.91,14.11,1.128,5.4504,625.8358
636,"Dibenzo[j,lm]phenanthro[5,4,3-abcd]perylene",C36H18,117726-80-4,c12cccc3c1c1c(cc3)ccc3c1c1c2c2ccc4cccc5c4c2c(c1cc3)c1c5cccc1,KDFQDWZUGQQMRZ-UHFFFAOYSA-N,450.528,15.51,11.33,1.369,4.9443,749.3204
637,"Tribenzo[jk,qr,uv]naphtho[2,1,8,7-defg]pentacene",C36H18,117726-82-6,c1c2c3c(cc1)cccc3c1c3c2cccc3c2c3c1ccc1c3c3c4c2cccc4ccc3cc1,ZEKNUAHTJOBNED-UHFFFAOYSA-N,450.528,16.64,11.33,1.469,4.7049,819.3421
638,"Dibenzo[rs,vwx]naphtho[2,1,8,7-klmn]hexaphene",C36H18,117726-81-5,c12c3c4c5c(c1ccc1c2c(cc3)cc2c1cccc2)c1c2c3c5c(ccc3ccc2ccc1)cc4,CMHQQIBKDHXOPX-UHFFFAOYSA-N,450.528,18.04,11.62,1.552,4.8055,902.1295
639,"Benzo[rst]pyreno[1,10,9-cde]pentaphene",C36H18,117740-28-0,c1c2c(ccc1)c1c3c(c2)ccc2c3c(cc1)c1c3c2c2c4c5c3c(ccc5ccc4ccc2)cc1,PAOYPZXOQIZBHE-UHFFFAOYSA-N,450.528,18.36,11.84,1.551,4.86,924.381
640,"Anthra[2,3-a]coronene",C36H18,5869-17-0,c1cc2c3c4c(cc2)ccc2c4c4c(cc2)ccc2c4c3c1c1c2cc2c(c1)cc1c(c2)cccc1,MEJKLMDIDWGEPF-UHFFFAOYSA-N,450.528,18.99,11.66,1.629,4.9579,910.7799
641,"Dibenzo[ij,rst]phenanthro[9,10,1,2-defg]pentaphene",C36H18,313-65-5,c1ccc2c3c1c1c(c4ccc5c(c6c2ccc2c6c6c5cccc6c5c2cccc5)c34)cccc1,PYSXGLZMLCIVLS-UHFFFAOYSA-N,450.528,18.06,10.41,1.735,5.2572,489.6022
642,"Benzo[rst]dinaphtho[8,1,2-cde:2',1',8'-klm]pentaphene",C36H18,56181-09-0,c1ccc2ccc3c4c(ccc1c24)c1ccc2c4c(ccc3c14)c1ccc3cccc4c3c1c2cc4,SVOZPKZFOATBLB-UHFFFAOYSA-N,450.528,20.12,9.199,2.188,4.6967,425.7959
643,"Tetrabenzo[a,f,k,n]perylene",C36H20,128746-59-8,c1ccc2c(c1)c1c3c(c2)cc2c(cccc2)c3c2c3c1cc1c(c3c3c(c2)cccc3)cccc1,XCUCZRCFIJJYST-UHFFFAOYSA-N,452.544,14.5,13.98,1.037,4.6504,703.8511
644,"Tetrabenzo[a,e,j,o]perylene",C36H20,128721-01-7,c1c2c(ccc1)cc1c3c2cc2c(c3c3c4c1c1c(cc4cc4c3cccc4)cccc1)cccc2,OKENVRBOJRVTTG-UHFFFAOYSA-N,452.544,15.03,13.47,1.116,4.5062,698.2549
645,"Dinaphtho[3,2,1-fg:3',2',1'-qr]pentacene",C36H20,128721-00-6,c1c2c(ccc1)c1c3c(c2)c2c(cc3c3c4c1cc1c(c4cc4c3cccc4)cccc1)cccc2,WXRUBTMWQFFGIZ-UHFFFAOYSA-N,452.544,15.85,13.64,1.162,4.8219,690.4285
646,"Tetrabenzo[a,f,j,o]perylene",C36H20,191-03-7,c1c2c(ccc1)c1c3c4ccccc4cc4c3c(c3c1c(c2)cc1c3cccc1)c1c(c4)cccc1,MWLMHSGPMCQCFJ-UHFFFAOYSA-N,452.544,13.11,11.63,1.127,4.4028,682.9305
647,"Dibenzo[f,j]naphtho[1,2,3,4-pqr]picene",C36H20,133156-50-0,c1c2c(ccc1)c1c(c3c2cc2c4c3c3c(c5c4c(c4c2cccc4)ccc5)cccc3)cccc1,XXDFFHCCWVRCIQ-UHFFFAOYSA-N,452.544,15.65,13.88,1.127,5.3552,619.561
648,"Dinaphtho[1,2,3-fg:3',2',1'-qr]pentacene",C36H20,128720-98-9,c1ccc2c(c1)cc1c3c(c4cc5c(cccc5)c5c4c1cc1c5cccc1)c1c(cc23)cccc1,LKZJAHUGJPUPEG-UHFFFAOYSA-N,452.544,15.69,12.86,1.22,4.9634,709.9101
649,"Dinaphtho[1,2-b,2',1'-n]perylene",C36H20,,c12cc3c(c4c1c(ccc4)c1c4c2cc2c(c4ccc1)ccc1c2cccc1)ccc1c3cccc1,JLYWJISAKGPLAV-UHFFFAOYSA-N,452.544,15.97,12.87,1.241,4.9742,650.0662
650,"Dinaphtho[3,2,1-fg:1',2',3'-ij]pentaphene",C36H20,128720-99-0,c1c2c(ccc1)c1c3c(c2)c2c4c(c3c3c(c1)cccc3)c1ccccc1cc4c1c(c2)cccc1,IMKLKQLDYDLPNK-UHFFFAOYSA-N,452.544,15.81,12.6,1.255,4.8273,663.8225
651,"Dinaphtho[1,2,3-fg:1',2',3'-qr]pentacene",C36H20,36474-85-8,c12cc3c(c4c1c(cc1c4cccc1)c1c4c2cc2c(c4c4c(c1)cccc4)cccc2)cccc3,XHHDHHQKDFFTPG-UHFFFAOYSA-N,452.544,15.53,11.59,1.34,5.1919,728.0315
652,"Tetrabenzo[a,c,hi,qr]pentacene",C36H20,192-58-5,c1ccc2c3c1c1c(c4cccc(c34)c3c2cc2c(c3)c3c(c4c2cccc4)cccc3)cccc1,OQDUPEKPFHPVOO-UHFFFAOYSA-N,452.544,17.82,11.65,1.529,5.5321,742.6114
653,"Dinaphtho[1,8-bc:1',8'-mn]picene",C36H20,128721-02-8,c12cc3c(c4c1c(ccc4)ccc2)ccc1c3ccc2c1ccc1c2cc2c3c1cccc3ccc2,NEIJGYRTBQBVHN-UHFFFAOYSA-N,452.544,20.29,9.188,2.209,3.8422,457.503
654,"Pyreno[2,1-b]picene",C36H20,119000-35-0,c1ccc2ccc3c4c(cc5c3cc3c(c5)c5c(cc3)c3c(cc5)c5c(cc3)cccc5)ccc1c24,AKWPZDGJLVLPPN-UHFFFAOYSA-N,452.544,22.18,9.539,2.325,5.0096,435.2355
655,"Dibenzo[b,tuv]naphtho[2,1-m]picene",C36H20,13354-54-6,c1ccc2c(c1)c1ccc3cc4c(c5ccc(c2)c1c35)ccc1c4ccc2c1ccc1c2cccc1,DSPSAZHJBQSTMS-UHFFFAOYSA-N,452.544,22.29,9.202,2.423,5.0015,467.537
656,"Diphenanthro[3,4-c:4',3'-g]phenanthrene",C38H22,20495-14-1,c1c2c(ccc1)ccc1c2c2c(cc1)ccc1c2c2c(cc1)ccc1c2c2c(cc1)ccc1c2cccc1,LKCSSGNXXHZCJW-UHFFFAOYSA-N,478.581,12.83,11.44,1.121,5.3525,501.7624
657,"Tetrabenzo[a,c,l,n]pentacene",C38H22,216-07-9,c1cc2c(cc1)c1c(c3c2cccc3)cc2c(c1)cc1c(c2)cc2c(c1)c1c(cccc1)c1c2cccc1,RIQXSPGGOGYAPV-UHFFFAOYSA-N,478.581,19.02,11.66,1.631,4.9552,994.027
658,"Dinaphtho[2,3-c:2',3'-m]pentaphene",C38H22,133979-16-5,c1ccc2c(c1)cc1c(c2)ccc2c1cc1c(c2)c2c(cc1)cc1c(c2)ccc2c1Cc1c(C2)cccc1,QPHBCEJBDSCAIC-UHFFFAOYSA-N,478.581,24.45,9.18,2.663,5.2681,442.8861
659,"Chryseno[2,1-b]picene",C38H22,119000-37-2,c1ccc2c(c1)c1c(cc2)c2c(cc1)c1c(cc2)cc2c(c1)ccc1c2ccc2c1ccc1c2cccc1,ZBXPVYYNLBTIKB-UHFFFAOYSA-N,478.581,24.31,8.909,2.728,5.3253,420.8603
660,Nonacene,C38H22,258-36-6,c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1,UIFXPOUSHBMMEG-UHFFFAOYSA-N,478.581,26.27,7.442,3.53,4.1742,1591.6206
